PrimKey,LANAME,SCHOOL NAME,STREET,TOWN,POSTCODE,SCHOOLTYPE,GENDER
547,Hampshire,Bransgore Church of England Primary School,Ringwood Road,Christchurch,BH23 8JH,Academy converter,Mixed
548,Hampshire,Bay House School,Gomer Lane,Gosport,PO12 2QP,Academy converter,Mixed
549,Hampshire,The Cowplain School,Hart Plain Avenue,Waterlooville,PO8 8RY,Academy converter,Mixed
550,Hampshire,Robert May's School,West Street,Hook,RG29 1NA,Academy converter,Mixed
551,Hampshire,Wellington Community Primary School,Alexandra Road,Aldershot,GU11 1QJ,Community school,Mixed
552,Hampshire,Wyvern College,Botley Road,Eastleigh,SO50 7AN,Academy converter,Mixed
553,Hampshire,Manor Church of England Infant School,Teachers Way,Southampton,SO45 2QG,Voluntary controlled school,Mixed
554,Hampshire,The Costello School,Crossborough Hill,Basingstoke,RG21 4AL,Academy converter,Mixed
555,Hampshire,Bridgemary School,Wych Lane,Gosport,PO13 0JN,Academy sponsor led,Mixed
556,Hampshire,St Columba Church of England Primary Academy,Tewkesbury Avenue,Fareham,PO15 6LL,Academy sponsor led,Mixed
557,Hampshire,The New Forest Academy,Long Lane,Southampton,SO45 2PA,Academy sponsor led,Mixed
558,Hampshire,Hook-With-Warsash Church of England Academy,Church Road,Southampton,SO31 9GF,Academy converter,Mixed
559,Hampshire,Eggar's School,London Road,Alton,GU34 4EQ,Academy converter,Mixed
560,Hampshire,Winton Community Academy,London Road,Andover,SP10 2PS,Academy sponsor led,Mixed
561,Hampshire,Front Lawn Primary Academy,Broadmere Avenue,Havant,PO9 5HX,Academy sponsor led,Mixed
562,Hampshire,Cornerstone CofE (VA) Primary School,Bader Way,Fareham,PO15 7JH,Voluntary aided school,Mixed
563,Hampshire,The Holme Church of England Primary School,Openfields,Headley,GU35 8PQ,Academy sponsor led,Mixed
564,Hampshire,Frogmore Junior School,Green Lane,Camberley,GU17 0NY,Academy sponsor led,Mixed
565,Hampshire,Clay Hill School,Clay Hill,Lyndhurst,SO43 7DE,Other independent special school,Mixed
566,Hampshire,Fareham Academy,St Anne's Grove,Fareham,PO14 1JJ,Academy converter,Mixed
567,Hampshire,Milford-on-Sea Church of England Primary School,Lymington Road,Lymington,SO41 0RF,Academy converter,Mixed
568,Hampshire,Oakmoor School,Budds Lane,Bordon,GU35 0ER,Academy sponsor led,Mixed
569,Hampshire,Berewood Primary School,Kentidge Way,Waterlooville,PO7 3BE,Academy sponsor led,Mixed
570,Hampshire,The Cambridge Primary School,Queens Avenue,Aldershot,GU11 4AA,Academy sponsor led,Mixed
571,Hampshire,LWS Academy,Montefiore Drive,Southampton,SO31 7NL,Academy special converter,Boys
572,Hampshire,The Coppice Spring Academy,Pack Lane,Basingstoke,RG22 5TH,Academy special sponsor led,Mixed
573,Hampshire,Fawley Infant School,School Road,Southampton,SO45 1EA,Academy converter,Mixed
574,Hampshire,Blackfield Primary School,Hampton Lane,Southampton,SO45 1XA,Academy converter,Mixed
575,Hampshire,Brune Park Community School,Military Road,Gosport,PO12 3BU,Academy sponsor led,Mixed
576,Hampshire,Gomer Junior School,Pyrford Close,Gosport,PO12 2RP,Academy converter,Mixed
577,Hampshire,Releasing Potential,7 Kingscroft Court,Havant,PO9 1LS,Other independent school,Mixed
578,Hampshire,Sun Hill Junior School,Sun Lane,Alresford,SO24 9NB,Academy sponsor led,Mixed
579,Hampshire,Farnborough Grange Nursery & Infant Community School,Moor Road,Farnborough,GU14 8HW,Academy converter,Mixed
580,Hampshire,The Sixth Form College Farnborough,Prospect Avenue,Farnborough,GU14 8JX,Academy 16-19 converter,Mixed
581,Hampshire,Everest Community Academy,Oxford Way,Basingstoke,RG24 9UP,Academy sponsor led,Mixed
582,Hampshire,Queen Mary's College,Cliddesden Road,Basingstoke,RG21 3HF,Academy 16-19 converter,Mixed
583,Hampshire,St Vincent College,Mill Lane,Gosport,PO12 4QA,Academy 16-19 converter,Mixed
584,Hampshire,The Green Room School Kingsley,1 Old Park Farm,Bordon,GU35 9LU,Other independent special school,Mixed
585,Hampshire,Bordon Junior School,Budds Lane,Bordon,GU35 0JB,Academy converter,Mixed
586,Hampshire,Rowner Junior,Tichborne Way,Gosport,PO13 0BN,Academy converter,Mixed
587,Hampshire,Kingsgate School,239 West Street,Fareham,PO16 0HZ,Other independent special school,Mixed
588,Hampshire,Oakfield Primary School,Sylvia Crescent,Southampton,SO40 3LN,Academy sponsor led,Mixed
589,Hampshire,Boorley Park,Boorley Park Primary School,Botley,SO32 2SH,Free schools,Mixed
590,Hampshire,Fernhill Primary School,Field Road,Farnborough,GU14 9FX,Academy converter,Mixed
591,Hampshire,St Anne's Catholic Primary School,Pinkerton Road,Basingstoke,RG22 6RE,Academy sponsor led,Mixed
592,Hampshire,Compass Community School Hampshire,Kings Lodge,Alton,GU34 5NA,Other independent special school,Boys
593,Hampshire,St Columba CE Primary School,Tewkesbury Avenue,Fareham,PO15 6LL,Academy sponsor led,Mixed
